,DEPTH,TVD,Rt,density_porosity,GR,Sw,Vshale
497,11582.000370623817,10483.7334,11.13693,0.2430939226519337,71.834,0.2850083806643056,0.2450731829055421
498,11582.500370639817,10484.17871,11.47456,0.2430939226519337,73.468,0.28078399894153805,0.26586678057681395
499,11583.000370655815,10484.62402,11.52156,0.25635359116022105,73.87899999999998,0.2657170538989309,0.2712142844519415
500,11583.500370671814,10485.06934,11.7405,0.2646408839779006,76.498,0.2549847705980378,0.3064355217812325
501,11584.000370687814,10485.51465,11.41065,0.2585635359116022,77.199,0.2647232017186766,0.3162079884066138
502,11584.500370703814,10485.96094,11.35829,0.2508287292817678,75.943,0.2735147317374844,0.2988033374490785
503,11585.000370719814,10486.40625,10.80359,0.2342541436464088,75.971,0.3002915754220468,0.2991861830443423
504,11585.500370735814,10486.85156,10.66891,0.2342541436464088,76.836,0.30218101088539745,0.3111289066753508
505,11586.000370751814,10487.29688,10.31158,0.2342541436464088,77.028,0.3073722015348911,0.3138103697207569
514,11590.500370895814,10491.30273,10.6635,0.2430939226519337,77.368,0.2912664676783108,0.31858633759166377
515,11591.000370911812,10491.74805,10.69623,0.2497237569060773,75.032,0.2830995967778842,0.2864734618566007
516,11591.500370927812,10492.19238,11.41713,0.2475138121546961,73.48100000000002,0.27646271265984435,0.2660351923706014
517,11592.000370943812,10492.6377,12.60939,0.25635359116022105,74.111,0.253996675825,0.2742539896273997
518,11592.500370959811,10493.08301,14.170470000000002,0.2430939226519337,76.172,0.25266683956915337,0.3019413186325272
519,11593.000370975813,10493.52734,15.64918,0.2519337016574585,75.883,0.23199702536192954,0.297983738282083
520,11593.500370991811,10493.97266,17.31645,0.26132596685082865,74.793,0.21261919999109508,0.2832789594182609
521,11594.00037100781,10494.41699,18.40803,0.26906077348066304,72.911,0.20029053847670827,0.2586955051233177
522,11594.500371023809,10494.8623,19.09414,0.2646408839779006,71.219,0.1999435908164424,0.2374362835312249
523,11595.000371039807,10495.30664,20.24302,0.2624309392265194,70.232,0.19582213910204524,0.22539141060597076
524,11595.50037105581,10495.75195,21.05046,0.27127071823204424,70.855,0.1857722172892516,0.2329640957996957
525,11596.000371071808,10496.19629,21.64194,0.2668508287292818,71.09,0.18625066283043407,0.2358473100805729
526,11596.50037108781,10496.6416,21.78032,0.2668508287292818,69.59100000000001,0.18565805366111127,0.21770623889298774
527,11597.000371103808,10497.08594,22.43702,0.27127071823204424,67.98100000000001,0.17994052051172044,0.19886911489627088
528,11597.50037111981,10497.53027,21.55262,0.2624309392265194,67.492,0.18977954739100505,0.19327708513192185
529,11598.000371135813,10497.97559,20.96241,0.2646408839779006,66.994,0.1908257303137356,0.1876429006623572
530,11598.50037115181,10498.41992,20.49479,0.2668508287292818,69.17699999999999,0.191392178155505,0.2127992634477205
531,11599.000371167813,10498.86426,20.08187,0.27127071823204424,70.815,0.19019954964721364,0.23247480111439714
532,11599.500371183809,10499.30859,20.14056,0.2756906077348067,71.596,0.1868773795088572,0.2421056487486025
533,11600.000371199807,10499.75293,20.87413,0.26906077348066304,73.172,0.18808748482658352,0.2620450239766517
534,11600.500371215809,10500.19824,20.24364,0.2519337016574585,77.087,0.20397827121484197,0.31463661143625304
537,11602.000371263808,10501.53125,17.04826,0.2541436464088397,76.51,0.22034093619212952,0.30660156108809944
538,11602.500371279808,10501.97559,16.18561,0.25635359116022105,74.08800000000002,0.2241870569262101,0.2739519545325391
539,11603.000371295808,10502.41992,15.42143,0.25635359116022105,75.243,0.2296744833356561,0.28930754000682624
540,11603.50037131181,10502.86426,15.0046,0.2497237569060773,76.545,0.2390244932494795,0.3070860898644696
541,11604.000371327807,10503.30859,14.63659,0.2497237569060773,77.221,0.2420107533068125,0.3165171015446777
542,11604.50037134381,10503.75293,14.58854,0.2541436464088397,75.656,0.23819317047712066,0.2948925761214357
543,11605.000371359807,10504.19727,14.398270000000002,0.27458563535911595,76.821,0.2219123674603304,0.3109198883212545
549,11608.000371455806,10506.8623,13.76129,0.2701657458563535,77.25399999999998,0.2307037316941017,0.3169810485189742
550,11608.500371471806,10507.30566,12.99094,0.2756906077348067,75.889,0.23268705231234602,0.2980656501028507
551,11609.000371487806,10507.75,12.50121,0.253038674033149,74.953,0.2584351301292769,0.28541570162960644
552,11609.500371503806,10508.19336,11.91911,0.2453038674033149,76.459,0.2730160431195624,0.30589619306164434
555,11611.000371551805,10509.52539,10.78547,0.2453038674033149,75.73899999999998,0.2870057147854569,0.296021056243763
556,11611.500371567805,10509.96973,11.29151,0.2541436464088397,77.27199999999998,0.270744229240146,0.3172342508167786
564,11615.500371695804,10513.51855,14.286129999999998,0.2585635359116022,76.672,0.2365864676690091,0.30884733608266285
565,11616.000371711802,10513.96191,12.88496,0.2602209944751381,77.127,0.2475315763870184,0.3151973783671442
610,11638.500372431794,10533.88965,8.51634,0.25635359116022105,73.628,0.30906411007216056,0.2679428565335119
611,11639.000372447794,10534.33203,9.02733,0.2585635359116022,75.571,0.2976237193402079,0.2937390120177495
612,11639.500372463794,10534.77344,9.276,0.25635359116022105,76.514,0.2961383835842951,0.306656917149364
613,11640.000372479792,10535.21582,9.20804,0.2585635359116022,77.456,0.29468877972199986,0.31982823160414803
614,11640.500372495791,10535.6582,8.79698,0.2602209944751381,75.097,0.2995748445621116,0.2873451340850191
630,11648.500372751787,10542.72559,8.9239,0.2541436464088397,68.766,0.3045494874292625,0.2079713323094092
631,11649.00037276779,10543.16699,9.90773,0.2668508287292818,67.931,0.275269972747978,0.19829460062168455
632,11649.500372783792,10543.6084,10.61364,0.2585635359116022,67.788,0.2744827287446776,0.1966549323780383
633,11650.00037279979,10544.0498,11.5199,0.2585635359116022,67.78699999999999,0.2634649483652951,0.19664348410325666
634,11650.500372815792,10544.49121,12.42283,0.2541436464088397,67.78699999999999,0.2581219571079049,0.19664348410325666
635,11651.00037283179,10544.93262,12.8331,0.25635359116022105,70.12899999999999,0.2517730739348574,0.22414927534935405
636,11651.500372847793,10545.37402,13.25249,0.2519337016574585,72.792,0.2521038434817643,0.2571746260243028
637,11652.000372863791,10545.81543,13.20804,0.2541436464088397,73.35300000000002,0.2503318060510069,0.2643790547640333
638,11652.50037287979,10546.25684,13.03072,0.2497237569060773,72.852,0.2564899842062351,0.2579409640758053
639,11653.000372895789,10546.69727,13.01148,0.2342541436464088,69.586,0.2736300855540996,0.2176467120705917
640,11653.500372911787,10547.13867,12.85785,0.2342541436464088,70.437,0.2752599445190759,0.2278719130394297
641,11654.000372927789,10547.58008,12.56738,0.2475138121546961,71.969,0.26350730818415896,0.2467632848241841
642,11654.500372943789,10548.02148,12.28935,0.2541436464088397,74.024,0.2595199589621365,0.2731123033425733
643,11655.000372959788,10548.46191,11.98898,0.2541436464088397,77.452,0.2627508336024942,0.31977173032311057
647,11657.000373023791,10550.22656,15.89016,0.2519337016574585,76.53399999999998,0.2302311455061671,0.3069337696668397
648,11657.500373039788,10550.66699,17.02711,0.26132596685082865,73.209,0.2144180985991176,0.2625213998223141
649,11658.000373055791,10551.1084,18.08225,0.2668508287292818,69.429,0.2037603540782665,0.21578085718408888
650,11658.500373071787,10551.54883,18.58727,0.2486187845303865,67.808,0.21571121972142296,0.1968839501424612
651,11659.000373087789,10551.98926,18.97791,0.2430939226519337,68.243,0.21833139227638887,0.20188979977286528
652,11659.500373103789,10552.43066,19.09035,0.2430939226519337,69.263,0.2176874691275198,0.21381495612712276
653,11660.000373119788,10552.87109,19.27908,0.2541436464088397,68.91,0.20720110523615196,0.20965796355052127
654,11660.500373135788,10553.3125,19.51756,0.2519337016574585,68.055,0.20773776165643174,0.19972054281405252
655,11661.000373151786,10553.75293,19.31093,0.2519337016574585,67.805,0.20884621780695625,0.1968495911300452
656,11661.500373167786,10554.19336,19.2791,0.2541436464088397,67.775,0.20720099776165424,0.19650612421535926
657,11662.000373183786,10554.63379,19.26009,0.2375690607734805,68.362,0.22176624369391465,0.2032674820561257
658,11662.500373199786,10555.07422,19.20264,0.2342541436464088,68.718,0.2252406258746297,0.20741029412101605
659,11663.000373215786,10555.51563,19.41274,0.24088397790055244,66.524,0.2178527988263822,0.18238115247379516
